payment_id,customer_id,amount,payment_method,bank,timestamp,merchant_category,payment_status,failure_code,failure_category,retry_count,gateway_latency_ms,customer_success_rate,previous_failures_30d,previous_successful_retries,customer_tenure_days,subscription_status,hour,day_of_week,device_type,network_type,location_zone,gt_retry_now,gt_retry_later,gt_switch_method,gt_send_notification,gt_stop,gt_best_action,split
PAY_009239,CUST_04695,347,UPI,HDFC,2026-08-16 16:38:31,Ecommerce,FAILED,BLOCKED_METHOD,HARD,0,1766,0.86,1,1,762,ACTIVE,17,Sunday,Android,WiFi,Mumbai,0.054,0.064,0.174,0.204,0.974,SEND_NOTIFICATION,train
PAY_001057,CUST_04763,537,CARD,HDFC,2026-08-10 16:20:25,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1118,0.67,0,2,629,TRIAL,17,Monday,Web,3G,Bangalore,0.1755,0.4355,0.5755,0.7155,0.0455,SEND_NOTIFICATION,train
PAY_003155,CUST_01495,501,UPI,SBI,2026-08-17 18:25:26,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,6112,0.99,0,5,797,ACTIVE,19,Monday,iOS,4G,Pune,0.5635,0.8435,0.6435,0.2235,0.0435,RETRY_LATER,train
PAY_003788,CUST_01549,294,CARD,SBI,2026-08-02 06:13:26,SaaS,FAILED,NETWORK_ERROR,TEMPORARY,0,5604,0.79,0,3,705,ACTIVE,7,Sunday,Android,3G,Pune,0.4935,0.7635,0.5935,0.1635,0.0135,RETRY_LATER,train
PAY_009190,CUST_04035,225,CARD,Yes,2026-08-13 10:10:31,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4908,0.85,0,2,676,TRIAL,11,Thursday,Android,5G,Mumbai,0.5425,0.8225,0.6225,0.2025,0.0225,RETRY_LATER,train
PAY_007826,CUST_04624,1597,UPI,PNB,2026-08-11 16:03:30,Ecommerce,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1597,0.99,0,1,477,CHURNED,16,Tuesday,iOS,WiFi,Bangalore,0.3935,0.5435,0.4635,0.6435,0.1435,SEND_NOTIFICATION,train
PAY_007540,CUST_02499,6242,CARD,Kotak,2026-08-09 05:36:30,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4089,0.82,0,2,585,ACTIVE,6,Sunday,Android,4G,Delhi,0.538,0.818,0.618,0.198,0.018,RETRY_LATER,train
PAY_007232,CUST_01650,1356,UPI,Axis,2026-08-13 19:55:29,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5899,0.78,0,3,745,ACTIVE,20,Thursday,Web,WiFi,Delhi,0.532,0.812,0.612,0.192,0.012,RETRY_LATER,train
PAY_000765,CUST_00520,1132,UPI,ICICI,2026-08-04 11:44:25,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,559,0.96,1,4,317,ACTIVE,12,Tuesday,Android,4G,Pune,0.219,0.479,0.619,0.759,0.089,SEND_NOTIFICATION,train
PAY_005020,CUST_01719,1076,UPI,HDFC,2026-08-03 10:12:27,EdTech,FAILED,NETWORK_ERROR,TEMPORARY,0,3863,0.91,0,1,676,NONE,11,Monday,Web,5G,Chennai,0.5115,0.7815,0.6115,0.1815,0.0315,RETRY_LATER,train
PAY_004904,CUST_03756,177,CARD,Axis,2026-08-30 05:51:27,SaaS,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,8768,0.81,1,2,628,TRIAL,6,Sunday,iOS,4G,Chennai,0.5165,0.7965,0.6665,0.1865,0.0165,RETRY_LATER,train
PAY_008094,CUST_00701,889,UPI,HDFC,2026-08-03 11:01:30,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2242,0.73,0,4,785,ACTIVE,11,Monday,iOS,WiFi,Mumbai,0.1845,0.4445,0.5845,0.7245,0.0545,SEND_NOTIFICATION,train
PAY_006844,CUST_02322,2738,CARD,BOB,2026-08-26 10:48:29,EdTech,FAILED,NETWORK_ERROR,TEMPORARY,0,4979,0.78,3,6,984,ACTIVE,11,Wednesday,Android,4G,Pune,0.492,0.762,0.592,0.162,0.012,RETRY_LATER,train
PAY_002166,CUST_00695,99,CARD,ICICI,2026-08-19 22:08:26,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5699,0.97,0,2,138,ACTIVE,23,Wednesday,Android,4G,Pune,0.5405,0.8205,0.6905,0.2105,0.0405,RETRY_LATER,train
PAY_001863,CUST_04475,1439,UPI,HDFC,2026-08-23 17:43:26,Ecommerce,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,200,0.85,1,0,778,ACTIVE,18,Sunday,iOS,5G,Delhi,0.2425,0.4025,0.5025,0.5725,0.1025,SEND_NOTIFICATION,train
PAY_007851,CUST_02526,1844,CARD,SBI,2026-08-19 14:24:30,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2354,0.99,0,3,621,NONE,15,Wednesday,Android,3G,Kolkata,0.2235,0.4835,0.6235,0.7635,0.0935,SEND_NOTIFICATION,train
PAY_009124,CUST_04245,250,CARD,ICICI,2026-08-10 19:32:31,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,2543,0.9,0,2,667,CHURNED,20,Monday,Desktop,4G,Bangalore,0.11,0.15,0.58,0.68,0.18,SEND_NOTIFICATION,train
PAY_002341,CUST_04598,715,NETBANKING,HDFC,2026-08-05 20:54:26,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,200,0.79,0,3,903,ACTIVE,21,Wednesday,Android,WiFi,Kolkata,0.1935,0.4535,0.5935,0.7335,0.0635,SEND_NOTIFICATION,train
PAY_005528,CUST_00591,187,UPI,SBI,2026-08-07 20:53:28,Travel,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4062,0.91,0,5,956,ACTIVE,21,Friday,Web,5G,Pune,0.5515,0.8315,0.6315,0.2115,0.0315,RETRY_LATER,train
PAY_006744,CUST_00817,99,CARD,HDFC,2026-08-13 17:22:29,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,4329,0.7,1,0,786,NONE,18,Thursday,Android,WiFi,Bangalore,0.48,0.75,0.58,0.15,0.0,RETRY_LATER,train
PAY_004004,CUST_01187,4273,NETBANKING,SBI,2026-08-23 14:21:26,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,1889,0.8,0,2,348,ACTIVE,15,Sunday,Android,5G,Mumbai,0.095,0.135,0.565,0.665,0.165,SEND_NOTIFICATION,train
PAY_001124,CUST_01346,235,CARD,Yes,2026-08-04 14:17:25,Gaming,FAILED,INVALID_ACCOUNT,HARD,0,917,0.8,0,5,329,ACTIVE,15,Tuesday,Web,3G,Kolkata,0.035,0.045,0.115,0.135,0.99,SEND_NOTIFICATION,train
PAY_008710,CUST_03935,718,CARD,ICICI,2026-08-25 15:34:31,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,2775,0.89,0,2,767,TRIAL,16,Tuesday,Desktop,3G,Delhi,0.5785,0.8485,0.6385,0.2285,0.0285,RETRY_LATER,train
PAY_004050,CUST_00252,1342,UPI,Axis,2026-08-17 14:24:26,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,2814,0.94,0,0,391,NONE,15,Monday,Android,5G,Bangalore,0.556,0.836,0.636,0.216,0.036,RETRY_LATER,train
PAY_007641,CUST_00223,1008,UPI,PNB,2026-08-18 09:13:30,Gaming,FAILED,NETWORK_ERROR,TEMPORARY,0,5455,0.84,2,4,330,ACTIVE,10,Tuesday,Android,4G,Hyderabad,0.501,0.771,0.601,0.171,0.021,RETRY_LATER,train
PAY_000766,CUST_03648,1694,NETBANKING,SBI,2026-08-25 09:30:25,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,6989,0.94,0,2,876,TRIAL,10,Tuesday,Android,5G,Kolkata,0.586,0.856,0.646,0.236,0.036,RETRY_LATER,train
PAY_002345,CUST_01536,9949,UPI,Axis,2026-08-28 11:48:26,EdTech,FAILED,BLOCKED_METHOD,HARD,0,2130,0.94,0,2,601,ACTIVE,12,Friday,Android,4G,Bangalore,0.066,0.076,0.186,0.216,0.986,SEND_NOTIFICATION,train
PAY_004072,CUST_00910,629,UPI,SBI,2026-08-06 13:36:26,EdTech,FAILED,NETWORK_ERROR,TEMPORARY,0,3745,0.83,0,2,168,ACTIVE,14,Thursday,Web,4G,Bangalore,0.4995,0.7695,0.5995,0.1695,0.0195,RETRY_LATER,train
PAY_007217,CUST_00096,2897,UPI,SBI,2026-08-18 22:21:29,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,1673,0.9,0,4,397,TRIAL,23,Tuesday,Web,4G,Bangalore,0.51,0.78,0.61,0.18,0.03,RETRY_LATER,train
PAY_004217,CUST_00371,342,NETBANKING,HDFC,2026-08-29 09:35:26,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,2583,0.92,0,3,529,TRIAL,10,Saturday,Android,5G,Chennai,0.553,0.833,0.633,0.213,0.033,RETRY_LATER,train
PAY_007953,CUST_00774,377,UPI,Axis,2026-08-21 17:58:30,FoodDelivery,FAILED,INVALID_ACCOUNT,HARD,0,2770,0.93,0,1,322,CHURNED,18,Friday,Android,WiFi,Delhi,0.0545,0.0645,0.1345,0.1545,0.99,SEND_NOTIFICATION,train
PAY_005971,CUST_03990,2679,UPI,ICICI,2026-08-03 09:52:28,SaaS,FAILED,INVALID_ACCOUNT,HARD,0,3373,0.99,0,0,723,TRIAL,10,Monday,Android,4G,Pune,0.0635,0.0735,0.1435,0.1635,0.99,SEND_NOTIFICATION,train
PAY_003351,CUST_03491,3058,UPI,ICICI,2026-08-10 18:49:26,FoodDelivery,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2516,0.88,0,5,320,ACTIVE,19,Monday,Android,4G,Delhi,0.247,0.407,0.507,0.577,0.107,SEND_NOTIFICATION,train
PAY_004696,CUST_02988,779,CARD,HDFC,2026-08-26 16:25:27,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2279,0.89,1,3,700,CHURNED,17,Wednesday,Desktop,WiFi,Delhi,0.2085,0.4685,0.6085,0.7485,0.0785,SEND_NOTIFICATION,train
PAY_003400,CUST_01948,1004,UPI,HDFC,2026-08-19 10:44:26,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,2402,0.92,0,2,364,NONE,11,Wednesday,iOS,3G,Pune,0.513,0.783,0.613,0.183,0.033,RETRY_LATER,train
PAY_004082,CUST_02132,255,UPI,ICICI,2026-08-02 17:08:26,FoodDelivery,FAILED,BLOCKED_METHOD,HARD,0,2910,0.88,0,0,538,ACTIVE,18,Sunday,Web,WiFi,Hyderabad,0.057,0.067,0.177,0.207,0.977,SEND_NOTIFICATION,train
PAY_009150,CUST_01476,204,WALLET,Axis,2026-08-26 14:33:31,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,5634,0.92,0,1,900,TRIAL,15,Wednesday,Android,4G,Delhi,0.583,0.853,0.643,0.233,0.033,RETRY_LATER,train
PAY_001225,CUST_01675,176,UPI,SBI,2026-08-12 15:00:25,SaaS,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1715,0.8,1,0,395,NONE,15,Wednesday,Android,4G,Kolkata,0.365,0.515,0.435,0.615,0.115,SEND_NOTIFICATION,train
PAY_006293,CUST_00568,1069,CARD,Axis,2026-08-21 16:11:28,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,1765,0.95,0,5,217,ACTIVE,17,Friday,Web,WiFi,Delhi,0.1175,0.1575,0.5875,0.6875,0.1875,SEND_NOTIFICATION,train
PAY_003123,CUST_03591,99,UPI,Axis,2026-08-09 08:43:26,EdTech,FAILED,CARD_EXPIRED,CUSTOMER,0,3081,0.87,1,2,265,ACTIVE,9,Sunday,Desktop,WiFi,Bangalore,0.1055,0.1455,0.5755,0.6755,0.1755,SEND_NOTIFICATION,train
PAY_000511,CUST_01987,1437,UPI,Axis,2026-08-30 08:22:25,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3794,0.73,0,4,674,TRIAL,9,Sunday,iOS,WiFi,Hyderabad,0.5245,0.8045,0.6045,0.1845,0.0045,RETRY_LATER,train
PAY_005795,CUST_02524,227,CARD,Axis,2026-08-21 17:49:28,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,890,0.8,0,4,301,ACTIVE,18,Friday,Desktop,5G,Delhi,0.495,0.765,0.595,0.165,0.015,RETRY_LATER,train
PAY_008182,CUST_04626,416,UPI,ICICI,2026-08-03 07:48:30,EdTech,FAILED,NETWORK_ERROR,TEMPORARY,0,2960,0.78,0,3,541,ACTIVE,8,Monday,iOS,4G,Kolkata,0.492,0.762,0.592,0.162,0.012,RETRY_LATER,train
PAY_009418,CUST_00729,1571,UPI,ICICI,2026-08-03 17:42:31,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4523,0.62,3,0,441,ACTIVE,18,Monday,iOS,5G,Hyderabad,0.508,0.788,0.588,0.168,0.0,RETRY_LATER,train
PAY_000097,CUST_04876,544,CARD,SBI,2026-08-24 13:43:25,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2026,0.83,2,1,469,ACTIVE,14,Monday,Desktop,5G,Kolkata,0.1995,0.4595,0.5995,0.7395,0.0695,SEND_NOTIFICATION,train
PAY_006682,CUST_00545,455,WALLET,BOB,2026-08-07 12:36:29,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4018,0.96,0,2,250,NONE,13,Friday,Android,WiFi,Kolkata,0.559,0.839,0.639,0.219,0.039,RETRY_LATER,train
PAY_001513,CUST_03485,1180,CARD,HDFC,2026-08-06 08:33:25,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,3422,0.85,0,0,364,CHURNED,9,Thursday,Android,4G,Delhi,0.5725,0.8425,0.6325,0.2225,0.0225,RETRY_LATER,train
PAY_008792,CUST_01890,619,UPI,Yes,2026-08-05 06:25:31,Travel,FAILED,CARD_EXPIRED,CUSTOMER,0,1695,0.82,4,1,7,ACTIVE,7,Wednesday,Desktop,WiFi,Delhi,0.098,0.138,0.568,0.668,0.168,SEND_NOTIFICATION,train
PAY_000120,CUST_04913,769,CARD,HDFC,2026-08-25 13:27:25,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3601,0.92,0,5,307,TRIAL,14,Tuesday,Desktop,WiFi,Bangalore,0.533,0.813,0.683,0.203,0.033,RETRY_LATER,train
PAY_007792,CUST_00465,742,NETBANKING,Axis,2026-08-12 19:11:30,Ecommerce,FAILED,INVALID_ACCOUNT,HARD,0,1167,0.88,1,8,978,ACTIVE,20,Wednesday,Desktop,5G,Kolkata,0.047,0.057,0.127,0.147,0.99,SEND_NOTIFICATION,train
PAY_006518,CUST_00684,1206,UPI,Kotak,2026-08-26 11:26:29,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3426,0.85,0,5,92,NONE,12,Wednesday,iOS,4G,Delhi,0.5425,0.8225,0.6225,0.2025,0.0225,RETRY_LATER,train
PAY_000034,CUST_02740,99,CARD,Axis,2026-08-19 09:09:25,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3224,0.72,0,1,829,CHURNED,10,Wednesday,Android,4G,Chennai,0.523,0.803,0.603,0.183,0.003,RETRY_LATER,train
PAY_007888,CUST_04226,10201,CARD,HDFC,2026-08-17 20:52:30,Ecommerce,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1160,0.6,3,1,244,ACTIVE,21,Monday,Desktop,WiFi,Mumbai,0.335,0.485,0.405,0.585,0.085,SEND_NOTIFICATION,train
PAY_006831,CUST_03307,1768,UPI,Yes,2026-08-12 15:57:29,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,3350,0.76,1,1,287,NONE,16,Wednesday,iOS,WiFi,Pune,0.559,0.829,0.619,0.209,0.009,RETRY_LATER,train
PAY_005422,CUST_00088,191,UPI,HDFC,2026-08-19 09:04:28,SaaS,FAILED,NETWORK_ERROR,TEMPORARY,0,2932,0.91,0,3,73,NONE,9,Wednesday,Android,WiFi,Delhi,0.5115,0.7815,0.6115,0.1815,0.0315,RETRY_LATER,train
PAY_001069,CUST_02341,2373,UPI,ICICI,2026-08-02 04:11:25,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,2519,0.94,0,3,916,ACTIVE,5,Sunday,iOS,WiFi,Chennai,0.586,0.856,0.646,0.236,0.036,RETRY_LATER,train
PAY_001348,CUST_02925,275,NETBANKING,SBI,2026-08-17 10:08:25,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,2526,0.85,0,1,252,ACTIVE,11,Monday,Desktop,4G,Pune,0.5425,0.8225,0.6225,0.2025,0.0225,RETRY_LATER,train
PAY_004748,CUST_02171,144,CARD,HDFC,2026-08-31 07:43:27,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3061,0.95,1,3,59,ACTIVE,8,Monday,Android,4G,Chennai,0.5575,0.8375,0.6375,0.2175,0.0375,RETRY_LATER,train
PAY_006006,CUST_00032,1402,CARD,ICICI,2026-08-06 10:16:28,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1316,0.89,0,1,961,NONE,11,Thursday,Android,5G,Kolkata,0.2085,0.4685,0.6085,0.7485,0.0785,SEND_NOTIFICATION,train
PAY_006040,CUST_02657,322,CARD,Yes,2026-08-06 17:31:28,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5668,0.73,0,3,140,ACTIVE,18,Thursday,Web,3G,Pune,0.5045,0.7845,0.6545,0.1745,0.0045,RETRY_LATER,train
PAY_003818,CUST_03223,359,CARD,Yes,2026-08-27 12:37:26,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,3048,0.69,0,1,463,TRIAL,13,Thursday,Android,4G,Kolkata,0.4785,0.7485,0.5785,0.1485,0.0,RETRY_LATER,train
PAY_008447,CUST_00501,2217,CARD,SBI,2026-08-10 16:27:30,Travel,FAILED,CARD_EXPIRED,CUSTOMER,0,4049,0.73,1,3,124,ACTIVE,17,Monday,Android,4G,Delhi,0.0845,0.1245,0.5545,0.6545,0.1545,SEND_NOTIFICATION,train
PAY_005270,CUST_04897,855,UPI,BOB,2026-08-29 08:26:27,SaaS,FAILED,BLOCKED_METHOD,HARD,0,1739,0.93,1,3,965,ACTIVE,9,Saturday,iOS,5G,Kolkata,0.0645,0.0745,0.1845,0.2145,0.9845,SEND_NOTIFICATION,train
PAY_006898,CUST_03326,132,UPI,Kotak,2026-08-19 07:41:29,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,4056,0.92,0,4,745,NONE,8,Wednesday,Web,4G,Kolkata,0.533,0.813,0.683,0.203,0.033,RETRY_LATER,train
PAY_005310,CUST_03860,2926,UPI,PNB,2026-08-12 17:33:28,Ecommerce,FAILED,CUSTOMER_DECLINED,HARD,0,2335,0.8,1,5,701,ACTIVE,18,Wednesday,Desktop,4G,Mumbai,0.025,0.025,0.045,0.065,0.99,SEND_NOTIFICATION,train
PAY_000032,CUST_01277,225,WALLET,SBI,2026-08-18 14:43:25,Travel,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3820,0.83,0,2,369,ACTIVE,15,Tuesday,Android,5G,Delhi,0.5195,0.7995,0.6695,0.1895,0.0195,RETRY_LATER,train
PAY_005675,CUST_01234,207,CARD,ICICI,2026-08-08 07:12:28,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,2934,0.8,0,1,838,TRIAL,8,Saturday,iOS,4G,Mumbai,0.095,0.135,0.565,0.665,0.165,SEND_NOTIFICATION,train
PAY_004387,CUST_02740,575,CARD,BOB,2026-08-13 05:32:27,Travel,FAILED,CARD_EXPIRED,CUSTOMER,0,1657,0.79,0,1,55,TRIAL,6,Thursday,Desktop,5G,Delhi,0.0935,0.1335,0.5635,0.6635,0.1635,SEND_NOTIFICATION,train
PAY_000030,CUST_04139,1263,UPI,HDFC,2026-08-09 13:55:25,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,2548,0.73,0,3,640,ACTIVE,14,Sunday,Web,4G,Mumbai,0.5545,0.8245,0.6145,0.2045,0.0045,RETRY_LATER,train
PAY_004203,CUST_02264,409,CARD,PNB,2026-08-29 11:44:26,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2158,0.78,1,2,944,CHURNED,12,Saturday,Android,5G,Kolkata,0.192,0.452,0.592,0.732,0.062,SEND_NOTIFICATION,train
PAY_007508,CUST_02479,1027,NETBANKING,Axis,2026-08-17 07:33:30,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4183,0.82,0,2,832,ACTIVE,8,Monday,Android,5G,Pune,0.538,0.818,0.618,0.198,0.018,RETRY_LATER,train
PAY_000736,CUST_01349,456,CARD,SBI,2026-08-13 21:23:25,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2345,0.96,0,5,113,CHURNED,22,Thursday,iOS,3G,Chennai,0.219,0.479,0.619,0.759,0.089,SEND_NOTIFICATION,train
PAY_002068,CUST_04780,3683,UPI,ICICI,2026-08-12 06:05:26,Travel,FAILED,NETWORK_ERROR,TEMPORARY,0,4458,0.9,0,1,733,ACTIVE,6,Wednesday,Web,WiFi,Kolkata,0.51,0.78,0.61,0.18,0.03,RETRY_LATER,train
PAY_000107,CUST_03138,4718,UPI,Kotak,2026-08-05 11:15:25,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1591,0.77,0,3,219,TRIAL,12,Wednesday,Android,4G,Chennai,0.2305,0.3905,0.4905,0.5605,0.0905,SEND_NOTIFICATION,train
PAY_009645,CUST_02197,850,CARD,ICICI,2026-08-23 18:58:32,Gaming,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2597,0.66,1,3,133,TRIAL,19,Sunday,Web,5G,Pune,0.174,0.434,0.574,0.714,0.044,SEND_NOTIFICATION,train
PAY_008895,CUST_04491,634,CARD,ICICI,2026-08-25 11:55:31,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,6518,0.95,0,1,649,ACTIVE,12,Tuesday,iOS,4G,Chennai,0.5575,0.8375,0.6375,0.2175,0.0375,RETRY_LATER,train
PAY_008021,CUST_02855,388,CARD,HDFC,2026-08-04 12:34:30,FoodDelivery,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1658,0.75,0,0,202,ACTIVE,13,Tuesday,Web,WiFi,Kolkata,0.2275,0.3875,0.4875,0.5575,0.0875,SEND_NOTIFICATION,train
PAY_002233,CUST_01532,99,CARD,HDFC,2026-08-05 22:16:26,FoodDelivery,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2569,0.86,0,0,657,TRIAL,23,Wednesday,Desktop,3G,Mumbai,0.244,0.404,0.504,0.574,0.104,SEND_NOTIFICATION,train
PAY_000994,CUST_02934,219,UPI,SBI,2026-08-13 19:59:25,Ecommerce,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2026,0.76,1,3,653,ACTIVE,20,Thursday,iOS,4G,Bangalore,0.229,0.389,0.489,0.559,0.089,SEND_NOTIFICATION,train
PAY_009413,CUST_00376,254,CARD,HDFC,2026-08-22 15:06:31,EdTech,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,1828,0.73,0,2,46,ACTIVE,16,Saturday,Android,4G,Delhi,0.5045,0.7845,0.6545,0.1745,0.0045,RETRY_LATER,train
PAY_007059,CUST_01416,3193,UPI,ICICI,2026-08-29 14:41:29,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,1629,0.72,0,2,581,TRIAL,15,Saturday,Web,4G,Chennai,0.083,0.123,0.553,0.653,0.153,SEND_NOTIFICATION,train
PAY_006790,CUST_04445,779,CARD,Kotak,2026-08-21 21:30:29,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1897,0.85,0,2,526,ACTIVE,22,Friday,Web,3G,Hyderabad,0.2025,0.4625,0.6025,0.7425,0.0725,SEND_NOTIFICATION,train
PAY_000361,CUST_04472,1389,UPI,ICICI,2026-08-28 23:25:25,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,818,0.79,1,0,825,NONE,0,Friday,Android,WiFi,Mumbai,0.5335,0.8135,0.6135,0.1935,0.0135,RETRY_LATER,train
PAY_000305,CUST_02371,99,WALLET,BOB,2026-08-28 17:39:25,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,3237,0.75,0,0,726,NONE,18,Friday,Android,WiFi,Kolkata,0.5575,0.8275,0.6175,0.2075,0.0075,RETRY_LATER,train
PAY_002628,CUST_03294,537,UPI,HDFC,2026-08-28 16:17:26,SaaS,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,1574,0.87,0,1,674,NONE,17,Friday,Android,5G,Pune,0.5255,0.8055,0.6755,0.1955,0.0255,RETRY_LATER,train
PAY_008966,CUST_03723,357,WALLET,HDFC,2026-08-19 23:37:31,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,1609,0.78,0,4,822,ACTIVE,0,Wednesday,Web,WiFi,Pune,0.092,0.132,0.562,0.662,0.162,SEND_NOTIFICATION,train
PAY_004514,CUST_00921,1253,CARD,Axis,2026-08-27 13:15:27,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,2596,0.79,0,2,949,ACTIVE,14,Thursday,iOS,4G,Hyderabad,0.5635,0.8335,0.6235,0.2135,0.0135,RETRY_LATER,train
PAY_005911,CUST_00214,806,UPI,Kotak,2026-08-23 15:13:28,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1588,0.75,1,2,209,ACTIVE,16,Sunday,Desktop,5G,Mumbai,0.1875,0.4475,0.5875,0.7275,0.0575,SEND_NOTIFICATION,train
PAY_008314,CUST_04912,1019,CARD,Yes,2026-08-18 20:25:30,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,4988,0.88,0,0,496,ACTIVE,21,Tuesday,Web,3G,Hyderabad,0.507,0.777,0.607,0.177,0.027,RETRY_LATER,train
PAY_003101,CUST_00132,919,CARD,SBI,2026-08-04 15:21:26,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5121,0.97,0,4,761,ACTIVE,16,Tuesday,Android,4G,Hyderabad,0.5605,0.8405,0.6405,0.2205,0.0405,RETRY_LATER,train
PAY_005704,CUST_00973,1153,UPI,HDFC,2026-08-12 11:31:28,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,4946,0.87,1,4,757,TRIAL,12,Wednesday,Android,4G,Mumbai,0.5755,0.8455,0.6355,0.2255,0.0255,RETRY_LATER,train
PAY_003899,CUST_04655,16669,CARD,SBI,2026-08-21 05:44:26,SaaS,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,4279,0.99,0,4,557,ACTIVE,6,Friday,Android,3G,Mumbai,0.5435,0.8235,0.6935,0.2135,0.0435,RETRY_LATER,train
PAY_005441,CUST_02253,264,CARD,HDFC,2026-08-04 01:35:28,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,4581,0.91,1,1,511,ACTIVE,2,Tuesday,Android,WiFi,Chennai,0.5315,0.8115,0.6815,0.2015,0.0315,RETRY_LATER,train
PAY_007931,CUST_01365,4649,CARD,PNB,2026-08-27 08:56:30,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1732,0.89,1,0,379,CHURNED,9,Thursday,Android,5G,Kolkata,0.2085,0.4685,0.6085,0.7485,0.0785,SEND_NOTIFICATION,train
